Client Product Type,Client Attribute,Client Attribute Value,Comments,Expression,PT_a,AT_a,VA_a,PT_b,AT_b,VA_b,PT_c,AT_c,VA_c,PT_d,AT_d,VA_d,PT_e,AT_e,VA_e,PT_f,AT_f,VA_f,Rev_AT_a,Rev_VA_a,Rev_AT_b,Rev_VA_b,Rev_AT_c,Rev_VA_c,Rev_AT_d,Rev_VA_d
Sweaters,Secondary Pattern,Ombre,,a and b and c,,L2plainuw,Ombre_tiedye,,L1patternuw,Plain,,L3Patternuw_Ombretiedye,Ombre,,,,,,,,,,,,,,,,,
Sweaters,Secondary Pattern,Tropical,Done,a and b and c,,L2printuw,Floral_tropical,,L1patternuw,Print,,L3Patternuw_FloralTropical,Tropical,,,,,,,,,,UWPrintL2,tropical,,,,,,
Sweaters,Secondary Pattern,Lace,Done,a and b and c,,L2plainuw,Texture,,L1patternuw,Plain,,L3Pattern_Texture,Lace,,,,,,,,,,IsLaceSequin,lace,,,,,,
Sweaters,Secondary Pattern,Paisley,Done,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Paisley,,,,,,,,,,IsPaisley,paisley,,,,,,
Sweaters,Secondary Pattern,Spot Objects,,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Spot Objects,,,,,,,,,,,,,,,,,
Sweaters,Secondary Pattern,Sequin,Done,a and b and c,,L2plainuw,Texture,,L1patternuw,Plain,,L3Pattern_Texture,Sequin,,,,,,,,,,IsLaceSequin,sequin,,,,,,
Sweaters,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Pattern Style,Leopard/Cheetah Print,Done,a and b and c and d,,PatternAnimalPrint,leopard,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,leopard,,,,,,
Sweaters,Pattern Style,Snake Print,Done,a and b and c and d,,PatternAnimalPrint,snake,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,snake,,,,,,
Sweaters,Pattern Style,Cow Print,Done,a and b and c and d,,PatternAnimalPrint,cow,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,cow,,,,,,
Sweaters,Pattern Style,Tiger Print,Done,a and b and c and d,,PatternAnimalPrint,tiger,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,tiger,,,,,,
Sweaters,Pattern Style,Zebra Print,Done,a and b and c and d,,PatternAnimalPrint,zebra,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,zebra,,,,,,
Sweaters,Pattern Style,Gingham Checks,Done,a and b and c and d,top,CheckStyle,gingham,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Check,,,,,,,CheckStyle,gingham,,,,,,
Sweaters,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c and d,top,CheckStyle,windowpane,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Check,,,,,,,CheckStyle,windowpane,,,,,,
Sweaters,Pattern Style,Plaid Checks,Done,a and b and c and d,top,CheckStyle,plaid,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Check,,,,,,,CheckStyle,plaid,,,,,,
Sweaters,Pattern Style,Plain Checks,Done,a and b and c and d,top,CheckStyle,regular,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Check,,,,,,,CheckStyle,regular,,,,,,
Sweaters,Pattern Style,Candy Stripes,Done,a and b and c and d,top,isCandy,candy,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Stripe,,,,,,,isCandy,candy,,,,,,
Sweaters,Pattern Style,Pin/Pencil Stripes,Done,a and b and c and d,top,StripeStyle,thin,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,thin,,,,,,
Sweaters,Pattern Style,Bengal/Awning Stripes,Done,a and b and c and d,top,StripeStyle,bengal,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,bengal,,,,,,
Sweaters,Pattern Style,Barcode Stripes,Done,a and b and c and d,top,StripeStyle,barcode,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,barcode,,,,,,
Sweaters,Pattern Style,Broad Stripes,Done,a and b and c and d,top,StripeStyle,broad,top,L2printuw,Lines,top,L1patternuw,Print,top,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,broad,,,,,,
Sweaters,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Gender,Women,Done,a,top,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Sweaters,Gender,Men,Done,a,top,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Sweaters,Style,Bohemian,Done,a and (not b),top,StyleOccasionWomen,bohemian,top,StyleOccasionWomen,"formal,officewear",,,,,,,,,,,,,StyleOccasionWomen,bohemian,,,,,,
Sweaters,Style,Casual,Done,a and (not b),top,StyleOccasionWomen,casual,top,StyleOccasionWomen,"formal,officewear,party",,,,,,,,,,,,,StyleOccasionWomen,casual,,,,,,
Sweaters,Style,Chic,Done,a and (not b),top,StyleOccasionWomen,chic,top,StyleOccasionWomen,punk,,,,,,,,,,,,,StyleOccasionWomen,chic,,,,,,
Sweaters,Style,Classic,Done,a and b and c,top,StyleOccasionWomen,classic,top,UWPlainL2,"solid,texture,colorblock",top,UWPatternL1,plain,,,,,,,,,,StyleOccasionWomen,classic,,,,,,
Sweaters,Style,Retro,Done,a,top,StyleOccasionWomen,retro,,,,,,,,,,,,,,,,StyleOccasionWomen,retro,,,,,,
Sweaters,Style,Formal,Done,a and (not b),top,StyleOccasionWomen,formal,top,StyleOccasionWomen,"party,holiday,punk,bohemian,casual",,,,,,,,,,,,,StyleOccasionWomen,formal,,,,,,
Sweaters,Style,Punk,Done,a,top,StyleOccasionWomen,punk,,,,,,,,,,,,,,,,StyleOccasionWomen,punk,,,,,,
Sweaters,Style,Others,Done,,,,,,,,,,,,,,,,,,,,StyleOccasionWomen,alldaywear,,,,,,
Sweaters,Event,Small Event,,a,,MainEventUW,Small Event,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Event,Business Casual,,a,,MainEventUW,Business Casual,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Event,Business Formal,,a,,MainEventUW,Business Formal,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Event,Weekend Casual,,a,,MainEventUW,Weekend Casual,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Event,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Date Night,Done,a,,ST_Occasion,Date Night,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Brunch/Elevated Daytime,Done,a,,ST_Occasion,Elevated Daytime,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,All Day Wear,Done,a,,ST_Occasion,Everyday,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Party,,a,,ST_Occasion,Party,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Vacation,,a,,ST_Occasion,Vacation,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Workwear,,a,,ST_Occasion,Workwear,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Occasion,Others,,a,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Sweaters,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Sweaters,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Sweaters,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Sweaters,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Sweaters,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Sweaters,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Sweaters,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Sweaters,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Sweaters,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Sweaters,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Sweaters,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Sleeve Length,Sleeveless,Done,(a and b) or (c and d),,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,SleeveLength,sleeveless,,,,,,
Cardigans,Sleeve Length,Short Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,,,,,,SleeveLength,short,,,,,,
Cardigans,Sleeve Length,3-4th Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,3_4Th,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,3_4Th,,,,,,,SleeveLength,3_4th,,,,,,
Cardigans,Sleeve Length,Long Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Full,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Full,,,,,,,SleeveLength,full,,,,,,
Cardigans,Sleeve Length,Elbow Sleeve,,a and b,,Buyma_GarmentType,Model,,SleeveLength_Model,Elbow,,,,,,,,,,,,,,,,,,,,
Cardigans,Sleeve Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Primary Pattern,Lines,Done,a,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,,,,OuterwearPatternL1,lines,,,,,,
Cardigans,Primary Pattern,Plain,Done,a and ( not b),outerwear,OuterwearPatternL1,plain,outerwear,OuterwearPatternL1,"lines,print",,,,,,,,,,,,,OuterwearPatternL1,plain,,,,,,
Cardigans,Primary Pattern,Print,Done,a,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,,,,OuterwearPatternL1,print,,,,,,
Cardigans,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Secondary Pattern,Colorblock,Done,a and b,,outerwearL2plain,color_block,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,color_block,,,,,,
Cardigans,Secondary Pattern,Solid,Done,a and b,,outerwearL2plain,solid,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,solid,,,,,,
Cardigans,Secondary Pattern,Check,Done,a and b,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,checks,,,,,,
Cardigans,Secondary Pattern,Chevron,Done,a and b and c and (not d),,OuterwearChevron,chevron,,OuterwearPatternL1,lines,,OuterwearLinesL2,stripes,,OWL2_Winter,"puffer,quilted",,,,,,,OuterwearChevron,chevron,,,,,,
Cardigans,Secondary Pattern,Stripe,Done,a and b,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,stripes,,,,,,
Cardigans,Secondary Pattern,Animal Print,Done,a and b,outerwear,OuterwearPrintL2,animal_print,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,animal_print,,,,,,
Cardigans,Secondary Pattern,Aztec,Done,a and b,outerwear,OuterwearPrintL2,aztec,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,aztec,,,,,,
Cardigans,Secondary Pattern,Camouflage,Done,a and b,outerwear,OuterwearPrintL2,camouflage,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,camouflage,,,,,,
Cardigans,Secondary Pattern,Ethnic,Done,a and b,outerwear,OuterwearPrintL2,ethnic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,ethnic,,,,,,
Cardigans,Secondary Pattern,Floral,Done,a and b,outerwear,OuterwearPrintL2,floral,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,floral,,,,,,
Cardigans,Secondary Pattern,Graphic,Done,a and b,outerwear,OuterwearPrintL2,graphic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,graphic,,,,,,
Cardigans,Secondary Pattern,Polka Dots,Done,a and b,,OuterwearPrintL2,polka_dots,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,polka_dots,,,,,,
Cardigans,Secondary Pattern,Tie and Dye,Done,a and b,,OuterwearPrintL2,tie_and_dye,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tie_and_dye,,,,,,
Cardigans,Secondary Pattern,Tropical,Done,a and b,,OuterwearPrintL2,tropical,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tropical,,,,,,
Cardigans,Secondary Pattern,Sporty Stripes,Done,a and b,outerwear,OuterwearSportyStripes,sporty_stripes,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Cardigans,Secondary Pattern,Block Graphics,Done,a and b,outerwear,OuterwearBlockGraphics,block_graphic,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearBlockGraphics,block_graphic,,,,,,
Cardigans,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Pattern Style,Gingham Checks,Done,a and b and c,outerwear,CheckStyle,gingham,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,gingham,,,,,,
Cardigans,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c,outerwear,CheckStyle,windowpane,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,windowpane,,,,,,
Cardigans,Pattern Style,Plaid Checks,Done,a and b and c,outerwear,CheckStyle,plaid,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,plaid,,,,,,
Cardigans,Pattern Style,Plain Checks,Done,a and b and c,outerwear,CheckStyle,regular,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,regular,,,,,,
Cardigans,Pattern Style,Argyle,Done,a and b and c,outerwear,CheckStyle,argyle,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,argyle,,,,,,
Cardigans,Pattern Style,Houndstooth,Done,a and b and c,outerwear,CheckStyle,houndstooth,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,houndstooth,,,,,,
Cardigans,Pattern Style,Candy Stripes,Done,a and b and c,outerwear,isCandy,candy,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,isCandy,candy,,,,,,
Cardigans,Pattern Style,Pin/Pencil Stripes,Done,a and b and c,outerwear,StripeStyle,thin,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,thin,,,,,,
Cardigans,Pattern Style,Bengal/Awning Stripes,Done,a and b and c,outerwear,StripeStyle,bengal,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,bengal,,,,,,
Cardigans,Pattern Style,Barcode Stripes,Done,a and b and c,outerwear,StripeStyle,barcode,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,barcode,,,,,,
Cardigans,Pattern Style,Broad Stripes,Done,a and b and c,outerwear,StripeStyle,broad,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,broad,,,,,,
Cardigans,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Gender,Women,Done,a,outerwear,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Cardigans,Gender,Men,Done,a,outerwear,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Cardigans,Features,Metallic Finish,Done,a,outerwear,OuterwearFeatures,metallic,,,,,,,,,,,,,,,,OuterwearFeatures,metallic,,,,,,
Cardigans,Features,Neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Features,Sequin,Done,a,outerwear,OuterwearFeatures,sequin,,,,,,,,,,,,,,,,OuterwearFeatures,sequin,,,,,,
Cardigans,Features,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Cardigans,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Cardigans,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Cardigans,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Cardigans,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Cardigans,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Cardigans,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Cardigans,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Cardigans,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Cardigans,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardigans,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Cardigans,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Cardigans,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrugs,Sleeve Length,Sleeveless,Done,(a and b) or (c and d),,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,SleeveLength,sleeveless,,,,,,
Shrugs,Sleeve Length,Short Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,,,,,,SleeveLength,short,,,,,,
Shrugs,Sleeve Length,Cap Sleeve,,(a and b) or (c and d),,SleeveLength_Garment,Cap,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Cap,,,,,,,,,,,,,,
Shrugs,Sleeve Length,3-4th Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,3_4Th,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,3_4Th,,,,,,,SleeveLength,3_4th,,,,,,
Shrugs,Sleeve Length,Long Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Full,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Full,,,,,,,SleeveLength,full,,,,,,
Shrugs,Sleeve Length,Elbow Sleeve,,a and b,,Buyma_GarmentType,Model,,SleeveLength_Model,Elbow,,,,,,,,,,,,,,,,,,,,
Shrugs,Sleeve Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrugs,Style & Occasion,Holiday,NA?,(a and b) or c,outerwear,OuterwearPrintL2,"floral,aztec",outerwear,OuterwearPatternL1,print,outerwear,OuterwearFeatures,"fringes,crochet",,,,,,,,,,,,,,,,,
Shrugs,Style & Occasion,Party,Done,a,outerwear,OuterwearFeatures,"sequin,metallic",,,,,,,,,,,,,,,,OuterwearFeatures,"sequin,metallic",,,,,,
Shrugs,Style & Occasion,Boho,NA?,(a and b) or c,outerwear,OuterwearPrintL2,"ethnic,aztec",outerwear,OuterwearPatternL1,print,outerwear,OuterwearFeatures,"fringes,crochet",,,,,,,,,,,,,,,,,
Shrugs,Style & Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrugs,Primary Pattern,Lines,Done,a,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,,,,OuterwearPatternL1,lines,,,,,,
Shrugs,Primary Pattern,Plain,Done,a and ( not b),outerwear,OuterwearPatternL1,plain,outerwear,OuterwearPatternL1,"lines,print",,,,,,,,,,,,,OuterwearPatternL1,plain,,,,,,
Shrugs,Primary Pattern,Print,Done,a,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,,,,OuterwearPatternL1,print,,,,,,
Shrugs,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrugs,Secondary Pattern,Colorblock,Done,a and b,,outerwearL2plain,color_block,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,color_block,,,,,,
Shrugs,Secondary Pattern,Solid,Done,a and b,,outerwearL2plain,solid,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,solid,,,,,,
Shrugs,Secondary Pattern,Check,Done,a and b,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,checks,,,,,,
Shrugs,Secondary Pattern,Chevron,Done,a and b and c and (not d),,OuterwearChevron,chevron,,OuterwearPatternL1,lines,,OuterwearLinesL2,stripes,,OWL2_Winter,"puffer,quilted",,,,,,,OuterwearChevron,chevron,,,,,,
Shrugs,Secondary Pattern,Stripe,Done,a and b,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,stripes,,,,,,
Shrugs,Secondary Pattern,Animal Print,Done,a and b,outerwear,OuterwearPrintL2,animal_print,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,animal_print,,,,,,
Shrugs,Secondary Pattern,Aztec,Done,a and b,outerwear,OuterwearPrintL2,aztec,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,aztec,,,,,,
Shrugs,Secondary Pattern,Camouflage,Done,a and b,outerwear,OuterwearPrintL2,camouflage,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,camouflage,,,,,,
Shrugs,Secondary Pattern,Ethnic,Done,a and b,outerwear,OuterwearPrintL2,ethnic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,ethnic,,,,,,
Shrugs,Secondary Pattern,Floral,Done,a and b,outerwear,OuterwearPrintL2,floral,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,floral,,,,,,
Shrugs,Secondary Pattern,Graphic,Done,a and b,outerwear,OuterwearPrintL2,graphic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,graphic,,,,,,
Shrugs,Secondary Pattern,Polka Dots,Done,a and b,,OuterwearPrintL2,polka_dots,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,polka_dots,,,,,,
Shrugs,Secondary Pattern,Tie and Dye,Done,a and b,,OuterwearPrintL2,tie_and_dye,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tie_and_dye,,,,,,
Shrugs,Secondary Pattern,Tropical,Done,a and b,,OuterwearPrintL2,tropical,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tropical,,,,,,
Shrugs,Secondary Pattern,Sporty Stripes,Done,a and b,outerwear,OuterwearSportyStripes,sporty_stripes,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Shrugs,Secondary Pattern,Block Graphics,Done,a and b,outerwear,OuterwearBlockGraphics,block_graphic,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearBlockGraphics,block_graphic,,,,,,
Shrugs,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrugs,Pattern Style,Gingham Checks,Done,a and b and c,outerwear,CheckStyle,gingham,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,gingham,,,,,,
Shrugs,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c,outerwear,CheckStyle,windowpane,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,windowpane,,,,,,
Shrugs,Pattern Style,Plaid Checks,Done,a and b and c,outerwear,CheckStyle,plaid,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,plaid,,,,,,
Shrugs,Pattern Style,Plain Checks,Done,a and b and c,outerwear,CheckStyle,regular,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,regular,,,,,,
Shrugs,Pattern Style,Argyle,Done,a and b and c,outerwear,CheckStyle,argyle,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,argyle,,,,,,
Shrugs,Pattern Style,Houndstooth,Done,a and b and c,outerwear,CheckStyle,houndstooth,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,houndstooth,,,,,,
Shrugs,Pattern Style,Candy Stripes,Done,a and b and c,outerwear,isCandy,candy,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,isCandy,candy,,,,,,
Shrugs,Pattern Style,Pin/Pencil Stripes,Done,a and b and c,outerwear,StripeStyle,thin,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,thin,,,,,,
Shrugs,Pattern Style,Bengal/Awning Stripes,Done,a and b and c,outerwear,StripeStyle,bengal,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,bengal,,,,,,
Shrugs,Pattern Style,Barcode Stripes,Done,a and b and c,outerwear,StripeStyle,barcode,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,barcode,,,,,,
